Q (g/s),Hs (m),U_1m  (m/s),Ustar (m/s),HeatFlux (W/m2),Zmix (m),T (C),Wstar (m/s),L (m),stable,category_A,category_B,category_C,category_D,category_E,category_F,X,Y,Conc_MG
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-81.34732861516005,182.70909152852016,4.004321373782642
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-87.6742293578155,179.75880925983338,3.9489017609702137
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-93.89431255717818,176.58951857178536,3.7489628612561616
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-99.99999999999996,173.20508075688775,3.326335860928751
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-105.98385284664096,169.60961923128522,3.1335389083702174
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-111.83858069414934,165.80751451100835,3.383815365980431
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-117.5570504584946,161.80339887498948,3.3180633349627615
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-123.13229506513166,157.6021507213444,3.2380461031287955
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,13.959798681000432,399.7563308076383,2.8692317197309762
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,2.4492935982947064e-14,400.0,3.0755469613925306
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-13.959798681000382,399.7563308076383,3.103803720955957
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-27.902589497650133,399.02562010392967,3.0043213737826426
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-41.81138530706142,397.80875814730933,2.9444826721501687
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-55.66924038402614,396.1072274966281,3.110589710299249
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-69.45927106677212,393.9231012048832,3.3443922736851106
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-83.16467632710373,391.2590402935223,3.3483048630481607
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-96.76875823986711,388.1182905103986,3.4756711883244296
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-110.25494232679962,384.50467837532756,3.4099331233312946
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-123.60679774997894,380.42260651806146,3.4800069429571505
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-136.80805733026747,375.8770483143634,3.3729120029701067
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-149.84263736636484,370.873541826715,3.428134794028789
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-162.6946572303201,365.4181830570403,3.2810333672477277
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-175.348458715631,359.51761851966677,3.1335389083702174
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-187.78862511435636,353.1790371435707,2.832508912706236
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-199.99999999999991,346.4101615137755,2.785329835010767
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-211.9677056932819,339.21923846257044,2.6720978579357175
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-223.67716138829869,331.6150290220167,2.806179973983887
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-235.1141009169892,323.60679774997897,2.662757831681574
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-13.961925149826781,799.878156125113,2.6334684555795866
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-27.919597362000765,799.5126616152766,2.6989700043360187
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-41.868764994355075,798.9036278036591,2.322219294733919
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-55.80517899530027,798.0512402078593,2.255272505103306
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-69.72459419812658,796.9557584733965,2.278753600952829
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-83.62277061412284,795.6175162946187,2.278753600952829
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-97.4954747241179,794.0369213130576,2.2041199826559246
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-111.33848076805228,792.2144549932563,1.3010299956639813
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-138.91854213354424,787.8462024097664,1.3010299956639813
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-152.64719630123585,785.3017467581312,2.3979400086720375
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-166.32935265420747,782.5180805870446,2.4471580313422194
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-179.96084347509202,779.4960518281882,2.5563025007672873
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-193.53751647973422,776.2365810207972,2.6434526764861874
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-207.05523608201668,772.7406610312546,2.505149978319906
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-220.50988465359924,769.0093567506551,2.57978359661681
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-233.89736377818932,765.0438047704284,2.838849090737255
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-247.21359549995788,760.8452130361229,2.792391689498254
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-260.4545235657253,756.4148604794535,2.7781512503836434
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-273.61611466053495,751.7540966287268,2.7993405494535817
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-286.6943596362402,746.8643411977614,2.8195439355418688
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-299.6852747327297,741.74708365343,2.6434526764861874
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-312.58490279141904,736.4038827619522,2.1760912590556813
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-325.3893144606402,730.8363661140806,2.3979400086720375
98.4,0.46,6.28,0.4999,243.64,1560.0,33.9,2.19,-46.13,0,0,0,0,1,0,0,-338.09460939255945,725.04622962932,2.3010299956639813
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-13.781867790849953,48.063084796915945,2.6074550232146687
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-15.450849718747367,47.55282581475768,3.1986570869544226
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-17.101007166283434,46.98463103929542,3.3324384599156054
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-18.730329670795605,46.35919272833937,4.068185861746161
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-20.336832153790013,45.67727288213004,4.383815365980431
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-21.918557339453876,44.939702314958346,4.593286067020458
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-23.473578139294546,44.14737964294634,4.746634198937579
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-24.99999999999999,43.30127018922194,4.929929560084588
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-26.49596321166024,42.402404807821306,5.093421685162235
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-27.959645173537336,41.45187862775209,5.190331698170292
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-29.38926261462365,40.45084971874737,5.136720567156407
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-30.783073766282914,39.4005376803361,5.110589710299249
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-32.13938048432697,38.302222155948904,5.064457989226918
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-33.456530317942914,37.157241273869715,5.1303337684950066
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-34.732918522949866,35.966990016932556,5.181843587944773
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-35.96699001693256,34.73291852294986,5.217483944213907
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-37.15724127386971,33.45653031794292,5.198657086954422
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-38.3022221559489,32.13938048432697,5.230448921378274
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-39.40053768033609,30.78307376628292,5.247973266361806
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-40.450849718747364,29.38926261462366,5.1303337684950066
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-41.45187862775208,27.959645173537346,4.9329808219231985
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-42.4024048078213,26.495963211660246,4.739572344450092
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-43.30127018922194,24.999999999999996,4.577491799837225
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-44.14737964294635,23.473578139294535,4.344392273685111
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-44.93970231495835,21.918557339453866,4.056904851336473
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-45.67727288213004,20.33683215379002,3.640481436970422
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-46.359192728339366,18.730329670795612,3.60422605308447
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-46.984631039295415,17.101007166283445,3.2764618041732443
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-47.552825814757675,15.450849718747376,2.8662873390841948
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-27.563735581699905,96.12616959383189,2.574031267727719
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-30.901699437494734,95.10565162951536,2.8836614351536176
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-34.20201433256687,93.96926207859084,3.2600713879850747
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-37.46065934159121,92.71838545667875,3.5550944485783194
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-40.673664307580026,91.35454576426008,3.8609366207000937
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-43.83711467890775,89.87940462991669,4.1003705451175625
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-46.94715627858909,88.29475928589268,4.238046103128795
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-49.99999999999998,86.60254037844388,4.3560258571931225
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-52.99192642332048,84.80480961564261,4.494154594018442
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-55.91929034707467,82.90375725550417,4.613841821876069
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-58.7785252292473,80.90169943749474,4.570542939881897
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-61.56614753256583,78.8010753606722,4.53655844257153
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-64.27876096865394,76.60444431189781,4.570542939881897
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-66.91306063588583,74.31448254773943,4.563481085394411
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-69.46583704589973,71.93398003386511,4.526339277389844
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-71.93398003386513,69.46583704589972,4.603144372620182
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-74.31448254773942,66.91306063588584,4.710117365111817
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-76.6044443118978,64.27876096865394,4.750508394851346
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-78.80107536067219,61.56614753256584,4.770852011642144
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-80.90169943749473,58.77852522924732,4.6464037262230695
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-82.90375725550416,55.91929034707469,4.525044807036846
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-84.8048096156426,52.99192642332049,4.350248018334163
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-86.60254037844388,49.99999999999999,4.071882007306125
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-88.2947592858927,46.94715627858907,3.7299742856995555
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-89.8794046299167,43.83711467890773,3.57978359661681
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-91.35454576426008,40.67366430758004,3.3909351071033793
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-92.71838545667873,37.460659341591224,2.9822712330395684
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-93.96926207859083,34.20201433256689,2.3521825181113627
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-68.40402866513374,187.9385241571817,2.7481880270062002
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-74.92131868318242,185.4367709133575,3.2430380486862944
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-81.34732861516005,182.70909152852016,3.53655844257153
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-87.6742293578155,179.75880925983338,3.6201360549737576
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-93.89431255717818,176.58951857178536,3.733999286538387
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-99.99999999999996,173.20508075688775,3.8369567370595505
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-105.98385284664096,169.60961923128522,3.9916690073799486
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-111.83858069414934,165.80751451100835,4.041392685158225
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-117.5570504584946,161.80339887498948,3.9595183769729982
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-123.13229506513166,157.6021507213444,3.919601023784111
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-128.55752193730788,153.20888862379562,3.919601023784111
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-133.82612127177165,148.62896509547886,3.8926510338773004
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-138.93167409179947,143.86796006773022,3.8651039746411278
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-143.86796006773025,138.93167409179944,4.012837224705172
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-148.62896509547883,133.82612127177168,4.161368002234975
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-153.2088886237956,128.55752193730788,4.243038048686294
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-157.60215072134437,123.13229506513169,4.1702617153949575
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-161.80339887498945,117.55705045849464,4.187520720836463
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-165.80751451100832,111.83858069414939,4.146128035678238
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-169.6096192312852,105.98385284664099,3.8543060418010806
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-173.20508075688775,99.99999999999999,3.4727564493172123
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-176.5895185717854,93.89431255717814,3.2121876044039577
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-179.7588092598334,87.67422935781546,2.9542425094393248
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-149.84263736636484,370.873541826715,2.785329835010767
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-162.6946572303201,365.4181830570403,2.9444826721501687
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-175.348458715631,359.51761851966677,3.1522883443830563
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-187.78862511435636,353.1790371435707,3.1702617153949575
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-199.99999999999991,346.4101615137755,3.311753861055754
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-211.9677056932819,339.21923846257044,3.429752280002408
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-223.67716138829869,331.6150290220167,3.525044807036845
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-235.1141009169892,323.60679774997897,3.3324384599156054
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-246.26459013026331,315.2043014426888,3.0718820073061255
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-257.11504387461576,306.41777724759123,2.949390006644913
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-267.6522425435433,297.2579301909577,3.0
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-277.86334818359893,287.73592013546045,3.1335389083702174
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-287.7359201354605,277.8633481835989,3.4456042032735974
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-297.25793019095767,267.65224254354337,3.4800069429571505
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-306.4177772475912,257.11504387461576,3.5809249756756194
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-315.20430144268875,246.26459013026337,3.606381365110605
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-323.6067977499789,235.1141009169893,3.6444385894678386
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-331.61502902201664,223.67716138829877,3.558708570533166
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-339.2192384625704,211.96770569328197,3.2041199826559246
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-346.4101615137755,199.99999999999997,2.9590413923210934
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-353.1790371435708,187.78862511435628,2.462397997898956
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-299.6852747327297,741.74708365343,2.7403626894942437
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-312.58490279141904,736.4038827619522,3.0253058652647704
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-325.3893144606402,730.8363661140806,2.4913616938342726
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-338.09460939255945,725.04622962932,2.9542425094393248
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-350.696917431262,719.0352370393335,2.9190780923760737
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-363.1923997916374,712.8052193506943,2.9030899869919438
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-375.5772502287127,706.3580742871414,3.146128035678238
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-387.8476961970696,699.6957657115166,2.7781512503836434
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-399.99999999999983,692.820323027551,2.6020599913279625
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-412.0304599280434,685.7338405616898,2.8920946026904804
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-423.9354113865638,678.4384769251409,2.792391689498254
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-435.71122801202165,670.9364543563393,2.838849090737255
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-447.35432277659737,663.2300580440334,2.505149978319906
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-458.8611490808369,655.3216354311934,2.8512583487190755
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-470.2282018339784,647.2135954999579,2.9731278535996988
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-481.4520185216387,638.9084080378342,2.8976270912904414
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-492.52918026052663,630.4086028853776,2.9777236052888476
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-503.45631283986984,621.7167691655768,2.57978359661681
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-514.2300877492315,612.8355544951825,2.8195439355418688
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-524.8472231924057,603.7676641782177,2.2041199826559246
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-535.3044850870866,594.5158603819154,2.8195439355418688
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-545.5986880499987,585.0829612953364,2.8195439355418688
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-555.7266963671979,575.4718402709209,2.8573324964312685
96.0,0.46,6.91,0.5453,155.75,2100.0,34.8,2.09,-93.67,0,0,0,0,1,0,0,-565.6854249492379,565.685424949238,2.8692317197309762
