Q (g/s),Hs (m),U_1m  (m/s),Ustar (m/s),HeatFlux (W/m2),Zmix (m),T (C),Wstar (m/s),L (m),stable,category_A,category_B,category_C,category_D,category_E,category_F,X,Y,Conc_MG
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,685.7338405616898,412.03045992804334,1.0
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,670.9364543563393,435.71122801202165,1.6532125137753437
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,663.2300580440334,447.35432277659754,1.3010299956639813
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,655.3216354311934,458.86114908083687,1.3979400086720377
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,647.2135954999579,470.2282018339785,1.3979400086720377
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,638.9084080378343,481.4520185216386,1.3979400086720377
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,630.4086028853775,492.52918026052663,1.7403626894942439
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,621.7167691655767,503.4563128398699,1.845098040014257
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,612.8355544951825,514.2300877492314,2.1760912590556813
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,603.7676641782176,524.8472231924059,2.1903316981702914
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,594.5158603819154,535.3044850870866,2.230448921378274
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,585.0829612953364,545.5986880499988,2.290034611362518
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,575.471840270921,555.7266963671977,2.1903316981702914
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,565.685424949238,565.685424949238,2.1760912590556813
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,555.7266963671977,575.471840270921,2.2041199826559246
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,545.5986880499988,585.0829612953364,2.161368002234975
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,535.3044850870866,594.5158603819154,2.3324384599156054
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,524.8472231924059,603.7676641782176,2.311753861055754
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,514.2300877492315,612.8355544951825,2.3324384599156054
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,503.45631283987,621.7167691655767,2.4149733479708178
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,492.52918026052663,630.4086028853776,2.2041199826559246
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,481.4520185216387,638.9084080378343,2.0211892990699383
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,470.2282018339785,647.2135954999579,2.0
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,458.86114908083687,655.3216354311934,1.954242509439325
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,447.3543227765974,663.2300580440334,2.0
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,435.71122801202165,670.9364543563393,2.2174839442139063
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,423.93541138656394,678.4384769251409,2.278753600952829
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,412.03045992804334,685.7338405616898,2.2671717284030137
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,400.0000000000001,692.8203230275509,2.230448921378274
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,387.8476961970697,699.6957657115166,2.161368002234975
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,375.57725022871267,706.3580742871414,1.9294189257142926
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,363.19239979163746,712.8052193506942,2.0
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,350.69691743126197,719.0352370393337,1.845098040014257
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,338.09460939255956,725.0462296293199,1.7781512503836436
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,325.38931446064015,730.8363661140806,1.8750612633917
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,312.584902791419,736.4038827619523,1.9030899869919435
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,299.68527473272957,741.74708365343,1.6532125137753437
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,286.6943596362403,746.8643411977614,1.6989700043360187
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,273.61611466053506,751.7540966287266,1.3010299956639813
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,260.4545235657254,756.4148604794534,1.4771212547196624
81.5,0.46,2.39,0.2005,81.5,264.0,22.3,0.84,-8.89,0,0,1,0,0,0,0,247.21359549995796,760.8452130361228,1.6532125137753437
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,49.969541350954785,1.7449748351250485,4.57287160220048
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,49.87820251299121,3.487823687206265,4.585460729508501
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,49.72609476841367,5.226423163382673,4.376576957056512
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,49.513403437078516,6.958655048003272,4.482873583608754
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,49.2403876506104,8.682408883346517,4.586587304671755
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,48.907380036690284,10.395584540887967,4.7664128471124
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,48.514786313799824,12.096094779983387,4.865103974641128
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,48.063084796915945,13.781867790849958,4.8299466959416355
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,47.552825814757675,15.450849718747369,4.751279103983342
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,46.98463103929542,17.101007166283434,4.9237619608287
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,46.35919272833937,18.7303296707956,4.911157608739977
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,45.67727288213004,20.33683215379001,4.824776462475546
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,44.93970231495835,21.91855733945387,4.825426117767823
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,44.14737964294635,23.473578139294542,4.977723605288848
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,43.30127018922194,24.999999999999996,5.071882007306125
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,42.4024048078213,26.495963211660246,5.12057393120585
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,41.45187862775209,27.959645173537346,5.110589710299249
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,40.45084971874737,29.389262614623657,5.14921911265538
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,39.40053768033609,30.783073766282914,5.278753600952829
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,38.302222155948904,32.13938048432696,5.243038048686294
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,37.157241273869715,33.456530317942914,5.187520720836463
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,35.96699001693256,34.73291852294986,5.283301228703549
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,34.73291852294986,35.96699001693256,5.243038048686294
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,33.456530317942914,37.157241273869715,5.164352855784437
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,32.13938048432697,38.302222155948904,5.093421685162235
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,30.783073766282914,39.4005376803361,5.093421685162235
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,29.389262614623657,40.45084971874737,5.1303337684950066
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,27.95964517353734,41.45187862775209,5.1702617153949575
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,26.495963211660246,42.402404807821306,5.212187604403958
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,25.000000000000007,43.30127018922193,5.158362492095249
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,23.473578139294542,44.14737964294634,5.1673173347481764
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,21.918557339453873,44.93970231495835,5.2405492482825995
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,20.33683215379001,45.67727288213004,5.184691430817598
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,18.730329670795598,46.35919272833937,5.212187604403958
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,17.10100716628344,46.984631039295415,5.1303337684950066
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,15.450849718747373,47.552825814757675,5.107209969647869
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,13.781867790849958,48.063084796915945,5.0
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,12.096094779983384,48.514786313799824,4.869231719730976
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,10.395584540887972,48.90738003669028,4.53655844257153
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,8.68240888334652,49.2403876506104,3.82020145948564
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,6.958655048003274,49.513403437078516,3.413299764081252
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,5.226423163382673,49.72609476841367,2.9057958803678687
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,99.93908270190957,3.489949670250097,1.4771212547196624
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,99.45218953682733,10.452846326765346,3.322219294733919
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,99.02680687415703,13.917310096006544,3.505149978319906
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,98.4807753012208,17.364817766693033,3.3010299956639813
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,97.81476007338057,20.791169081775934,3.247973266361807
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,97.02957262759965,24.192189559966774,3.27415784926368
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,96.12616959383189,27.563735581699916,3.4578818967339924
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,95.10565162951535,30.901699437494738,3.9508514588885464
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,93.96926207859084,34.20201433256687,4.139879086401237
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,92.71838545667875,37.4606593415912,4.232996110392154
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,91.35454576426008,40.67366430758002,4.1003705451175625
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,89.8794046299167,43.83711467890774,4.1303337684950066
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,88.2947592858927,46.947156278589084,4.02530586526477
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,86.60254037844388,49.99999999999999,4.05307844348342
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,84.8048096156426,52.99192642332049,4.1003705451175625
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,82.90375725550417,55.91929034707469,4.338456493604605
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,80.90169943749474,58.778525229247315,4.45484486000851
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,78.80107536067219,61.56614753256583,4.583198773968623
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,76.60444431189781,64.27876096865393,4.551449997972875
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,74.31448254773943,66.91306063588583,4.555094448578319
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,71.93398003386513,69.46583704589972,4.429752280002408
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,69.46583704589972,71.93398003386513,4.4361626470407565
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,66.91306063588583,74.31448254773943,4.378397900948138
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,64.27876096865394,76.60444431189781,4.4065401804339555
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,61.56614753256583,78.8010753606722,4.4048337166199385
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,58.778525229247315,80.90169943749474,4.472756449317212
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,55.91929034707468,82.90375725550417,4.494154594018442
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,52.99192642332049,84.80480961564261,4.567026366159061
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,50.000000000000014,86.60254037844386,4.661812685537261
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,46.947156278589084,88.29475928589268,4.559906625036112
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,43.837114678907746,89.8794046299167,4.626340367375042
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,40.67366430758002,91.35454576426008,4.680335513414564
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,37.460659341591196,92.71838545667875,4.650307523131937
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,34.20201433256688,93.96926207859083,4.6464037262230695
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,30.901699437494745,95.10565162951535,4.173186268412274
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,27.563735581699916,96.12616959383189,3.8680563618230415
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,24.192189559966767,97.02957262759965,2.423245873936808
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,20.791169081775944,97.81476007338055,2.6532125137753435
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,17.36481776669304,98.4807753012208,2.2041199826559246
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,13.917310096006547,99.02680687415703,1.8750612633917
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,10.452846326765346,99.45218953682733,1.6989700043360187
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,194.0591452551993,48.38437911993355,2.342422680822206
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,192.25233918766378,55.12747116339983,3.0170333392987803
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,190.2113032590307,61.803398874989476,3.093421685162235
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,187.9385241571817,68.40402866513374,3.2121876044039577
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,185.4367709133575,74.9213186831824,3.3384564936046046
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,182.70909152852016,81.34732861516004,3.3654879848909
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,179.7588092598334,87.67422935781548,3.6242820958356683
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,176.5895185717854,93.89431255717817,3.515873843711679
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,173.20508075688775,99.99999999999999,3.2227164711475833
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,169.6096192312852,105.98385284664099,3.0492180226701815
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,165.80751451100835,111.83858069414939,3.3404441148401185
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,161.80339887498948,117.55705045849463,3.571708831808688
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,157.60215072134437,123.13229506513166,3.568201724066995
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,153.20888862379562,128.55752193730785,3.6074550232146687
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,148.62896509547886,133.82612127177165,3.6201360549737576
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,143.86796006773025,138.93167409179944,3.6364878963533656
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,138.93167409179944,143.86796006773025,3.5646660642520893
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,133.82612127177165,148.62896509547886,3.57978359661681
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,128.55752193730788,153.20888862379562,3.663700925389648
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,123.13229506513166,157.6021507213444,3.673020907128896
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,117.55705045849463,161.80339887498948,3.678518379040114
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,111.83858069414936,165.80751451100835,3.5352941200427703
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,105.98385284664099,169.60961923128522,3.591064607026499
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,100.00000000000003,173.20508075688772,3.658964842664435
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,93.89431255717817,176.58951857178536,3.9943171526696366
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,87.67422935781549,179.7588092598334,3.798650645445269
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,81.34732861516004,182.70909152852016,3.6314437690131722
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,74.92131868318239,185.4367709133575,3.45484486000851
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,68.40402866513377,187.93852415718166,3.401400540781544
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,61.80339887498949,190.2113032590307,3.1522883443830563
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,55.12747116339983,192.25233918766378,2.6020599913279625
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,48.384379119933534,194.0591452551993,1.6989700043360187
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,41.58233816355189,195.6295201467611,1.9294189257142926
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,384.50467837532756,110.25494232679966,1.9294189257142926
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,380.4226065180614,123.60679774997895,2.311753861055754
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,375.8770483143634,136.80805733026747,2.2041199826559246
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,370.873541826715,149.8426373663648,2.505149978319906
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,365.4181830570403,162.69465723032008,2.45484486000851
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,359.5176185196668,175.34845871563095,2.0969100130080562
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,353.1790371435708,187.78862511435634,2.0
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,346.4101615137755,199.99999999999997,2.0211892990699383
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,339.2192384625704,211.96770569328197,1.8750612633917
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,331.6150290220167,223.67716138829877,1.8129133566428555
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,323.60679774997897,235.11410091698926,2.146128035678238
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,315.20430144268875,246.26459013026331,2.322219294733919
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,306.41777724759123,257.1150438746157,2.3979400086720375
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,297.2579301909577,267.6522425435433,2.290034611362518
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,287.7359201354605,277.8633481835989,2.4313637641589874
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,277.8633481835989,287.7359201354605,2.6334684555795866
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,267.6522425435433,297.2579301909577,2.550228353055094
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,257.11504387461576,306.41777724759123,2.5440680443502757
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,246.26459013026331,315.2043014426888,2.6020599913279625
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,235.11410091698926,323.60679774997897,2.6532125137753435
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,223.6771613882987,331.6150290220167,3.0530784434834195
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,211.96770569328197,339.21923846257044,3.0569048513364727
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,200.00000000000006,346.41016151377545,3.0253058652647704
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,187.78862511435634,353.1790371435707,2.8512583487190755
83.9,0.46,1.74,0.1471,37.12,739.0,23.9,0.91,-7.71,0,0,1,0,0,0,0,175.34845871563098,359.5176185196668,2.6020599913279625
